1.00000e-03	1.00000e-03	0.00000e+00
1.00000e-03	3.00000e-03	6.39533e+01
1.00000e-03	5.00000e-03	1.62384e+02
1.00000e-03	7.00000e-03	2.56075e+02
1.00000e-03	9.00000e-03	3.45472e+02
1.00000e-03	1.10000e-02	4.31058e+02
1.00000e-03	1.30000e-02	5.12666e+02
1.00000e-03	1.50000e-02	5.89784e+02
1.00000e-03	1.70000e-02	6.61717e+02
1.00000e-03	1.90000e-02	7.27665e+02
1.00000e-03	2.10000e-02	7.86761e+02
1.00000e-03	2.30000e-02	8.38103e+02
1.00000e-03	2.50000e-02	8.80800e+02
1.00000e-03	2.70000e-02	9.14001e+02
1.00000e-03	2.90000e-02	9.36932e+02
1.00000e-03	3.10000e-02	9.48926e+02
1.00000e-03	3.30000e-02	9.49464e+02
1.00000e-03	3.50000e-02	9.38193e+02
1.00000e-03	3.70000e-02	9.14954e+02
1.00000e-03	3.90000e-02	8.79787e+02
1.00000e-03	4.10000e-02	8.32936e+02
1.00000e-03	4.30000e-02	7.74855e+02
1.00000e-03	4.50000e-02	7.06211e+02
1.00000e-03	4.70000e-02	6.27865e+02
1.00000e-03	4.90000e-02	5.40839e+02
1.00000e-03	5.10000e-02	4.46277e+02
1.00000e-03	5.30000e-02	3.45416e+02
1.00000e-03	5.50000e-02	2.39545e+02
1.00000e-03	5.70000e-02	1.29985e+02
1.00000e-03	5.90000e-02	1.80764e+01
1.00000e-03	6.10000e-02	-9.48370e+01
1.00000e-03	6.30000e-02	-2.07412e+02
1.00000e-03	6.50000e-02	-3.18314e+02
1.00000e-03	6.70000e-02	-4.26223e+02
1.00000e-03	6.90000e-02	-5.29836e+02
1.00000e-03	7.10000e-02	-6.27872e+02
1.00000e-03	7.30000e-02	-7.19076e+02
1.00000e-03	7.50000e-02	-8.02227e+02
1.00000e-03	7.70000e-02	-8.76161e+02
1.00000e-03	7.90000e-02	-9.39831e+02
1.00000e-03	8.10000e-02	-9.92349e+02
1.00000e-03	8.30000e-02	-1.03303e+03
1.00000e-03	8.50000e-02	-1.06142e+03
1.00000e-03	8.70000e-02	-1.07733e+03
1.00000e-03	8.90000e-02	-1.08080e+03
1.00000e-03	9.10000e-02	-1.07208e+03
1.00000e-03	9.30000e-02	-1.05162e+03
1.00000e-03	9.50000e-02	-1.02004e+03
1.00000e-03	9.70000e-02	-9.78101e+02
1.00000e-03	9.90000e-02	-9.26653e+02
1.00000e-03	1.01000e-01	-8.66615e+02
1.00000e-03	1.03000e-01	-7.98923e+02
1.00000e-03	1.05000e-01	-7.24507e+02
1.00000e-03	1.07000e-01	-6.44257e+02
1.00000e-03	1.09000e-01	-5.58978e+02
1.00000e-03	1.11000e-01	-4.69358e+02
1.00000e-03	1.13000e-01	-3.75893e+02
1.00000e-03	1.15000e-01	-2.78716e+02
1.00000e-03	1.17000e-01	-1.77303e+02
1.00000e-03	1.19000e-01	-7.12475e+01

3.00000e-03	1.00000e-03	6.39533e+01
3.00000e-03	3.00000e-03	5.79184e+01
3.00000e-03	5.00000e-03	8.30013e+01
3.00000e-03	7.00000e-03	1.28649e+02
3.00000e-03	9.00000e-03	1.73388e+02
3.00000e-03	1.10000e-02	2.16308e+02
3.00000e-03	1.30000e-02	2.57213e+02
3.00000e-03	1.50000e-02	2.95836e+02
3.00000e-03	1.70000e-02	3.31826e+02
3.00000e-03	1.90000e-02	3.64780e+02
3.00000e-03	2.10000e-02	3.94261e+02
3.00000e-03	2.30000e-02	4.19820e+02
3.00000e-03	2.50000e-02	4.41012e+02
3.00000e-03	2.70000e-02	4.57419e+02
3.00000e-03	2.90000e-02	4.68659e+02
3.00000e-03	3.10000e-02	4.74412e+02
3.00000e-03	3.30000e-02	4.74430e+02
3.00000e-03	3.50000e-02	4.68552e+02
3.00000e-03	3.70000e-02	4.56712e+02
3.00000e-03	3.90000e-02	4.38943e+02
3.00000e-03	4.10000e-02	4.15380e+02
3.00000e-03	4.30000e-02	3.86257e+02
3.00000e-03	4.50000e-02	3.51915e+02
3.00000e-03	4.70000e-02	3.12782e+02
3.00000e-03	4.90000e-02	2.69366e+02
3.00000e-03	5.10000e-02	2.22234e+02
3.00000e-03	5.30000e-02	1.71994e+02
3.00000e-03	5.50000e-02	1.19281e+02
3.00000e-03	5.70000e-02	6.47469e+01
3.00000e-03	5.90000e-02	9.05162e+00
3.00000e-03	6.10000e-02	-4.71423e+01
3.00000e-03	6.30000e-02	-1.03173e+02
3.00000e-03	6.50000e-02	-1.58384e+02
3.00000e-03	6.70000e-02	-2.12123e+02
3.00000e-03	6.90000e-02	-2.63748e+02
3.00000e-03	7.10000e-02	-3.12627e+02
3.00000e-03	7.30000e-02	-3.58138e+02
3.00000e-03	7.50000e-02	-3.99680e+02
3.00000e-03	7.70000e-02	-4.36676e+02
3.00000e-03	7.90000e-02	-4.68603e+02
3.00000e-03	8.10000e-02	-4.95017e+02
3.00000e-03	8.30000e-02	-5.15568e+02
3.00000e-03	8.50000e-02	-5.30019e+02
3.00000e-03	8.70000e-02	-5.38258e+02
3.00000e-03	8.90000e-02	-5.40288e+02
3.00000e-03	9.10000e-02	-5.36221e+02
3.00000e-03	9.30000e-02	-5.26269e+02
3.00000e-03	9.50000e-02	-5.10728e+02
3.00000e-03	9.70000e-02	-4.89963e+02
3.00000e-03	9.90000e-02	-4.64395e+02
3.00000e-03	1.01000e-01	-4.34480e+02
3.00000e-03	1.03000e-01	-4.00686e+02
3.00000e-03	1.05000e-01	-3.63477e+02
